Subject,StimulusIndex,Region,RegionID,Division,PostDCA,FCShift,NTimepoints,SpotNeuronCount,StimNeuronCount,Definition
12,9,rTeO,65,Mes,-0.9360345644680327,1.5782396590960321,150,7358,7358,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lCb,1,Hind,-0.23156409707923123,1.682527211675092,150,1625,1625,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMON,0,Hind,-0.1885718314625819,1.995035212261131,150,863,863,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMOS1,2,Hind,0.20229532589358945,1.9988297828726447,150,1419,1419,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMOS2,3,Hind,-0.007147165310974443,1.0665138908327594,150,558,558,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMOS3,4,Hind,-0.5280442068802194,1.8987586486050887,150,1297,1297,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMOS4,5,Hind,0.1781221791123736,1.1622017351562788,150,882,882,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lMOS5,6,Hind,0.07904857777849517,1.608835878394151,150,1182,1182,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lNX,35,Hind,0.5159242026090447,1.39226222022193,150,381,381,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lRa,10,Hind,-0.07359117253107073,3.751690236465614,150,254,254,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lT,11,Hind,-0.7772193815657938,1.855284182389542,150,1266,1266,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,laRF,12,Hind,-0.564318946902863,1.2591620695159487,150,264,264,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,limRF,13,Hind,-1.4314709184810288,1.4326794120821942,150,382,382,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,9,lpRF,14,Hind,-0.6214145198808102,1.4036130897785735,150,485,485,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
